rule_id,rule_type,headword,key_reading,key_gloss,page,output_index,replacement_reading,replacement_gloss,enabled,review_status,note
007-example_split-db1cadeb3d23d9c5,example_split,,"sŭn sŭ, cĭam cìn",advancing in regular order. cĭam tōa; gradually increase in size.,72,1,"sŭn sŭ, cĭam cìn",advancing in regular order.,true,pending,
007-example_split-db1cadeb3d23d9c5,example_split,,"sŭn sŭ, cĭam cìn",advancing in regular order. cĭam tōa; gradually increase in size.,72,2,cĭam tōa,gradually increase in size.,true,pending,
007-reading-d3caddc440d700ef,reading,,cĭam,Gradually; by degrees.,72,1,cĭam tōa,,true,pending,
007-reading-454ad0477212cbe9,reading,,cìang mn̂g cṳ cṳ́,of the breed of warriors.,73,1,cìang m̂ng cṳ cṳ́,,true,pending,
007-reading-2ecd4d0a38d24734,reading,,lăi-ciàng,paralysis of the optic nerve.,73,1,lăi-cìang,,true,pending,
007-reading-859e2236489a2c05,reading,,tá sèng cīang,victorious in the fight.,73,1,tá sèng cĭang,,true,pending,
007-review-11660e96e5af0360,review,,cîap-cîap tàⁿ; cîap-cîap li-li tàⁿ,loquacious.,74,1,,loquacions.,true,pending,
007-review-73fe174dec595c12,review,,tó̤ cîe,a very limited supply.,74,1,tó̤ cíe,,true,pending,
007-reading-45c7ea285602f053,reading,,ēng i tó̤ cíeⁿ câh-mn̂g,employ him to guard the barrier.,75,1,ēng i tó̤ cíeⁿ câh-m̂ng,,true,pending,
007-review-9b8046313ed40790,review,,sien-nâng pa-cieⁿ,the flat leaved cactus.,75,1,sien-nâng pa-cíeⁿ,,true,pending,
007-review-019d862d120df478,review,,"cĭeⁿ kò̤ m̄ pê, khṳ pê thìaⁿ kó̤",not scratching where it itches but where it is sore.,76,1,"cĭeⁿ kò̤ m̄ pê, khṳ̀ pê thìaⁿ kó̤",,true,pending,
007-review-4ce2d51fcdab456c,review,,jú cìeⁿ-seⁿ cò̤,do thus.,76,1,jû cìeⁿ-seⁿ cò̤,,true,pending,
007-review-74507f8c1469dbd7,review,,"jú tàⁿ, jú cìe-seⁿ","the more that is said, the worse it grows.",76,1,"jú tàⁿ, jú cìeⁿ-seⁿ",,true,pending,
007-review-9f374b53fbc24bdd,review,,lṳ́ kâi nêk tó̤ cĭeⁿ lio!,You itch for want of a whipping!,76,1,lṳ́ kâi nêk tó̤ cĭeⁿ lío！,,true,pending,
007-review-009d60d7624e36eb,review,,cieh,Stone; rocks; a measure of rice.,77,1,cîeh,,true,pending,
007-review-2d7b819f43169865,review,,cieh-tī m-hó̤ căi,the native soil is exceedingly poor.,77,1,cieh-tī m̄-hó̤ căi,,true,pending,
007-review-0bd972feda1c27cb,review,,kòng cien; sìn cien; letter paper.,,77,1,kòng cien; sìn cien,letter paper.,true,pending,
007-example_split-78345bc521601c4f,example_split,,ciet sî,instantly; ciet sĭ; that is it.,78,1,ciet sî,instantly.,true,pending,
007-example_split-78345bc521601c4f,example_split,,ciet sî,instantly; ciet sĭ; that is it.,78,2,ciet sĭ,that is it.,true,pending,
007-reading-16c9783531e94ce4,reading,,cih lío tab cò̤ cêk ē,"after folding them, put them together in a pile.",78,1,cih lío tah cò̤ cêk ē,,true,pending,
007-reading-ac54e411271a9a61,reading,,cíen ngî; cíen kîaⁿ; cíen pîet; cíen níu,parting presents.,78,1,cíen ngî; cíen kîaⁿ; cíen pîet; cíen lói,,true,pending,
007-reading-4d8bbc548ade71f1,reading,,tŏ̤ suaⁿ tèng ngŏ̤ tîeh cīu cìen,met and fought on the hills.,78,1,tŏ̤ suaⁿ tèng ngŏ̤ tîeh cĭu cìen,,true,pending,
007-review-72ed0aaaca92ddc2,review,,cìen kàu kiⁿ su îaⁿ,fought till the issue was decided.,78,1,cìen kàu kìⁿ su îaⁿ,,true,pending,
007-review-3d7d2fc9ab1bdae1,review,,"tek cím-thâu, hûi cím-thâu, phûe cím-thâu",,79,1,"tek cím-thâu, hûi cím-thâu, phûe cím-thâu, châ cím-thâu, tîn cím-thâu","bamboo, earthen, leathern, wooden and rattan pillows",true,pending,
007-review-5803b9af16e6ff14,review,,úai cîh kiah-kha,twisted his foot so as to break off the heels of his wooden clog.,79,1,úai cîh kîah-kha,,true,pending,
007-reading-829356ba423ff970,reading,,úa thó̤iⁿ tîeh cin ngía,I consider it really beautiful.,80,1,úa thóiⁿ tîeh cin ngía,,true,pending,
007-review-0329e00f0fa819a1,review,,cin tho̤ put tŭi,a tme womb does not miscarry.,80,1,,a true womb does not miscarry.,true,pending,
007-review-21d00f3c03293dbe,review,,lṳ́ a-sĭ khéng cin-cak cū ŭ ēng,if you were willing to incite them it would be of use.,80,1,lṳ́ a-sĭ khéng cín-cak cū ŭ ēng,,true,pending,
007-review-151b9e3ae1719005,review,,cĭn sim cĭn i,to the utmost of one's ability.,81,1,cĭn sim cĭn ì,,true,pending,
007-review-d162aca591cad6af,review,,in-cìn,to bring to notice.,81,1,ín-cìn,,true,pending,
007-review-1f94c119fb129dfd,review,,ín-cìn,to set forth; to recommend; to present.,81,1,,to recommend; to present; to set forth,true,pending,
007-review-00033ae1b85b5152,review,,"cí hûe tó lăi cīo-cīo-kìe, bŏi khṳ̀ lí pât sṳ̄","am now full of this affair, and cannot go and attend to any thing else.",82,1,,"and now full of this affair, and cannot go and attend to anything else.",true,pending,
007-review-54bc7e7e4b299d79,review,,"sì pak ūe, ūe cò̤ hṳ̂, cio, keⁿ, mok","paint four scrolls representing a fisherman, a woodcutter, a plowman, and a shepherd.",82,1,"sì pak ūe, ūe cò̤ hṳ̂, cio, keⁿ, môk",,true,pending,
007-reading-58c8dca50a9b6630,reading,,cit hue chaú,to weave flowered fabrics.,83,1,cit hue cháu,,true,pending,
007-reading-fca7283bbf7f0d2f,reading,,i ciu siì nâng cìeⁿ-seⁿ,he has been like that all his life.,83,1,i ciu sì nâng cìeⁿ-seⁿ,,true,pending,
007-review-7020f02eeee3b376,review,,bô̤ mak bô̤ ciu,eyeless.,83,1,bô̤ mâk bô̤ ciu,,true,pending,
007-reading-f1c86f0312dcad6e,reading,,"sĭ i lâi cīu úa, m̄ sĭ úa khṳ̀ cĭu i","it is for him to come to me, not for me to go to him.",84,1,"sĭ i lâi cĭu úa, m̄ sĭ úa khṳ̀ cĭu i",,true,pending,
007-reading-f6d6e6b09eb56e3a,reading,,"thiⁿ-sî chìn, cíu tîeh un sie cē m̄ pí jûah thiⁿ-sî cò̤ chìn cíu to̤ hó̤ cîah","the weather being cold the wine must be heated more: it is not as it is in hot weather, when one may take his wine cold.",84,1,"thiⁿ-sî chìn, cíu tîeh un sie cē: m̄ pí jûah thiⁿ-sî cò̤ chìn cíu to̤ hó̤ cîah",,true,pending,
007-review-4af6ae73b378f737,review,,khṳt nâng chíaⁿ cîah siu-nîe cíu,invited to a wedding feast.,84,1,khṳt nâng chíaⁿ cîah sin-nîe cíu,,true,pending,
007-review-d9684ef87aa10edd,review,,ìu cńg-thâu bô,to seal by an imprint of the thumb.,85,1,ìn cńg-thâu bô,,true,pending,
007-reading-d16e9f11e9b2f2f9,reading,,cōi kâu sǹg m̄ pat tò̤ khṳ̀,so many as to be countless.,86,1,cōi kàu sǹg m̄ pat tò̤ khṳ̀,,true,pending,
007-reading-1ebc7b0727b2ba1b,reading,,gû-nêk tieh khîeh-khí màiⁿ khṳt hĭa lâi cn̂g,the beef must be put away so that the ants will not get at it.,86,1,gû-nêk tîeh khîeh-khí màiⁿ khṳt hĭa lâi cn̂g,,true,pending,
007-reading-387dee76ee0c3d83,reading,,sêng có kâi nâng,sêng nâng kâi có; become the head of a house or tribe.,86,1,sêng có kâi nâng; sêng nâng kâi có,,true,pending,
007-reading-5ceb4b5514427d75,reading,,"thēng côi, cìaⁿ lâi",wait till you have the full complement and then come.,86,1,"thĕng côi, cìaⁿ lâi",,true,pending,
007-review-adf562184172be84,review,,coi ceh cò̤ suaⁿ,join the fibers so as to make thread for sewing.,86,1,còi ceh cò̤ sùaⁿ,,true,pending,
007-review-e7db188a826ce79d,review,,coi màiⁿ mueh ju,do not tangle the thread.,86,1,còi màiⁿ mûeh jṳ̂,,true,pending,
007-review-3c0380c0fbba8483,review,,c̄ng,A complaint; an accusation.,86,1,cn̄g,,true,pending,
007-review-d5c785fadd0d0d2d,review,,in coi,wind linen thread.,86,1,în còi,,true,pending,
007-review-5c3d78012e053a04,review,,níu côi-côi lâi thiaⁿ,come all together and listen.,86,1,nín côi-côi lâi thiaⁿ,,true,pending,
007-reading-528bb190530307d1,reading,,cò̤ coih,kùe coih; to keep holiday.,87,1,cò̤ coih; kùe coih,,true,pending,
007-review-bf74a5d5499fca41,review,,coih khi; coih hāu,stated times.,87,1,coih khì; coih hāu,,true,pending,
007-review-3d444ade4454660f,review,,mng côiⁿ,before the door.,87,1,mn̂g côiⁿ,,true,pending,
007-review-ff335f9a456cbd9b,review,,ngŏ gûeh coih,"the fifth day of the fifth month, the the festival of dragon boats.",87,1,,"the fifth day of the fifth month, the festival of dragon boats.",true,pending,
007-review-9cb976de947fba48,review,,cong-côk tōa thái-ko̤ kah miⁿ-nūaⁿ,when the clan becomes large there are always some in it who are leprous.,89,1,cong-côk tōa thái-ko̤ kah mîⁿ-nūaⁿ,,true,pending,
007-review-672469f709c791f6,review,,cía sĭ i sĭang còng i kâi,this accords perfectly with his ideas.,89,1,cía sĭ i sĭang còng ì kâi,,true,pending,
007-reading-e302f7b9e00fc828,reading,,lṳ́ tó̤ cò̤ mîh sṳ̄?,What are you doing?,90,1,lṳ́ tó̤ cò̤ mih sṳ̄ ?,,true,pending,
007-review-2e1800bb31b46108,review,,cò̤ tit cîa,bring to completion.,90,1,cò̤ tit cîaⁿ,,true,pending,
007-review-0023e522703ff741,review,,"i hàm úa cò̤ bé kâi, úa ìn i cò̤ bé i hàm úa cò̤ gû kâi, úa in i cò̤ gû","if he calls on me to act as horse, I act as a horse to him: if he calls on me to serve as ox, I serve him as an ox.",90,1,"i hàm úa cò̤ bé kâi, úa ìn i cò̤ bé : i hàm úa cò̤ gû kâi, úa ìn i cò̤ gû",,true,pending,
007-review-86aab7eb2a8f14c2,review,,pun huang-hŏ có̤-keh cìa ŏi cìeⁿ māng,we are so late on account of being hindered by the bad weather.,90,1,pun huang-hŏ có̤-keh cìaⁿ ŏi cìeⁿ māng,,true,pending,
007-review-53cdc78a9fc24778,review,,cò̤ sì-cìaⁿ,sit erect.,91,1,cŏ̤ sì-cìaⁿ,,true,pending,
007-review-e33c09377810ddad,review,,ciu-cu súaⁿ,pearl powder.,92,1,cin-cu súaⁿ,,true,pending,
007-review-6383649cb0c60ce6,review,,cô̤h kan,break off the connection.,92,1,cô̤h kau,,true,pending,
007-review-383a2159d19dcf03,review,,cú-ì,to to choose or decide.,92,1,,to choose or decide.,true,pending,
007-review-2b2a0cb34e716ca9,review,,hĭa co̤h câi,very mean and stingy.,92,1,hĭa co̤h căi,,true,pending,
007-reading-d97e5290a5f6023f,reading,,tîeh,you have decided rightly.,93,1,lṳ́ cú-ì lâi tîeh,,true,pending,
007-review-aa88a4cd68be7a72,review,,cù,,93,1,cù,To direct water in channels; to fix the attention upon.,true,pending,
007-reading-919fc7567be26c90,reading,,cúa bûe,cúa ín; paper used as tinder.,94,1,cúa bûe; cúa ín,,true,pending,
007-reading-41f49552d68b8747,reading,,"cûa ŭ kâi ŏ̤i tâk, ŭ kâi bŏi",some serpents are poisonous and some are not.,94,1,"cûa ŭ kâi ŏi tâk, ŭ kâi bŏi",,true,pending,
007-review-a672db767ba13e34,review,,tng thiⁿ cìu-cūa,take oath under the open heavens.,94,1,,make oath under the open heavens.,true,pending,
007-reading-528c5d56f77839d8,reading,,"cuí thóiⁿ tîeh cûak, m̄ cheng-khih",the water does not appear to be clean.,95,1,"cúi thóiⁿ tîeh cûak, m̄ cheng-khih",,true,pending,
007-reading-cae1464a188bcaeb,reading,,"lêng-ūaⁿ sǹg, sǹg tîeh bŏ̤i cûah","reckoned it up again, and found there was no deficiency.",95,1,"lêng-ūaⁿ sǹg, sǹg tîeh bŏi cûah",,true,pending,
007-reading-80b36cb0864328df,reading,,cuang chut lâi hó̤thóiⁿ,very prettily dressed.,96,1,cuang chut lâi hó̤ thóiⁿ,,true,pending,
007-reading-044676b3927729fc,reading,,cuang sok khí lâi hó̤thóiⁿ,bind up the travelling equipments nicely.,96,1,cuang sok khí lâi hó̤ thóiⁿ,,true,pending,
007-reading-370f2a2a7133463c,reading,,thó̤iⁿ i kâi chêng-cŭang,see how he appears.,96,1,thóiⁿ i kâi chêng-cŭang,,true,pending,
007-reading-17d51e25769538e0,reading,,keng cúi,thien kùi cúi; the menstrual flow.,97,1,keng cúi; thien kùi cúi,,true,pending,
007-reading-ea07a58773d9ce89,reading,,lan̂g cúi,pus.,97,1,lâng cúi,,true,pending,
007-reading-5a52037fb2329bb7,reading,,thó̤iⁿ huang-cúi,to consider the geomantic influence.,97,1,thóiⁿ huang-cúi,,true,pending,
007-review-9a7da5996195b433,review,,cí-kò̤ ŭ jîeh cōi sîam cui?,How many fathoms of water here?,97,1,cí-kò̤ ŭ jîeh cōi sîam cúi ?,,true,pending,
007-review-0ea21a0d9e4a1248,review,,taⁿ cui,carry water.,97,1,taⁿ cúi,,true,pending,
007-reading-2122ec86d846dead,reading,,cuì-ong,boozy.,98,1,cùi-ong,,true,pending,
007-reading-530fe8a7eceaeed9,reading,,lím cun,lím-lím cun; conform exactly.,98,1,lím cun; lím-lím cun,,true,pending,
007-reading-37a7b9891b27a6f2,reading,,"thâk cṳ; reads aloud, thóiⁿ cṳ",reads silently.,100,1,thóiⁿ cṳ,,true,pending,
007-review-4608ac5b96cf760a,review,,"cêk cūn jīo kùe lâi, cêk cūn jīo kùe khṳ̀","they drove each to and fro, as the fortunes of war shitted.",100,1,,"they drove each to and fro, as the fortunes of war shifted.",true,pending,
007-reading-9ad2acfb7a303aff,reading,,cṳ́ chài; cú cîah; prepare a meal,get supper.,101,1,cṳ́ chài; cṳ́ cîah,,true,pending,
007-reading-ff09dc6a77dcc642,reading,,khó̤ng-cṳ́,Confucius.,101,1,khóng-cṳ́,,true,pending,
007-review-89b3a8b59ef821ea,review,,cṳ́ chài; cú cîah; prepare a meal,get supper.,101,1,cṳ́ chài; cṳ́ cîah,prepare a meal; get supper.,true,pending,
007-review-854b6f64f8ef330d,review,,cẃn tǹg,to pawn to a third person.,101,1,cẃn tńg,,true,pending,
007-review-855104ce41f941b2,review,,hô̤-lang cṳ̂,Irish potatoes.,101,1,hô̤-lang cṳ̂,,true,pending,
007-reading-70da90b79c4d8d74,reading,,"cham-cha, m̄ côi",unassorted.,102,1,khim-che,,true,pending,
007-reading-11059631dd4b92b1,reading,,"nín sĭ hîaⁿ châ, a hîaⁿ thôaⁿ?",Do you use wood or coal as fuel at your house?,102,1,"nín sĭ hîaⁿ châ, a hîaⁿ thòaⁿ ?",,true,pending,
007-reading-e15673ae16916509,reading,,"ôi tit châ khui, bŏi tit kṳ̀ ka-lânh","the wedge that rives, is itself nipped fast.",102,1,"ôi tit châ khui, bŏi tit kṳ̀ ka-lâuh",,true,pending,
007-review-3836467060854c5e,review,,chah sit pue khṳ̀,put on some wings and fly off.,102,1,chah sît pue khṳ̀,,true,pending,
007-review-d32089b77a814ffb,review,,chá sek,to fry till done.,102,1,chá sêk,,true,pending,
007-review-d78690a795dc4983,review,,kheh kâi châ in,grave a wooden seal.,102,1,kheh kâi châ ìn,,true,pending,
007-reading-58d47a6a5e7dfb5e,reading,,cò̤ chài~~~~(;),get the meal ready.,103,1,cò̤ chài,,true,pending,
007-reading-7ec35792f7bb06ec,reading,,ngō chái,"the five colors, blue, yellow, carnation, white, and black.",103,1,ngŏ chái,,true,pending,
007-review-fd3ff2fe2c01f70d,review,,châi koi,to adorn a street with gay devices.,103,1,chái koi,,true,pending,
007-review-c76d00afe06d1223,review,,àiⁿ bói sĭm-mih chài sek?,What sort of vegetables do you wish to buy?,103,1,,What sort of vegetables do you wish to buy ?,true,pending,
007-review-a6b83f63da2d3fad,review,,cē châi-ciak tīaⁿ-tieh cū kîaⁿ,after making a fixed plan we will then execute it.,104,1,cē châi-ciak tīaⁿ-tîeh cū kîaⁿ,,true,pending,
007-review-146113980099fc50,review,,seⁿ lâi nâng-chai chut cèng,excelling others in good looks.,104,1,seⁿ lâi nâng-châi chut cèng,,true,pending,
007-review-48799369c0349758,review,,siu-châi,a graduate; a Bachelor of Arts.,104,1,sìu-châi,,true,pending,
007-review-2a9733092f282128,review,,tăi-cóng-chai,the curator of essays at an examination.,104,1,tăi-cóng-châi,,true,pending,
007-review-2539170d848de877,review,,tău chut nâng châi kâi sî-hāu,a time when genius thrives.,104,1,tăi chut nâng châi kâi sî-hāu,,true,pending,
007-reading-374e03e620f7e8c9,reading,,"cng cin, châk bīn",when the booty is discovered the thief is found.,105,1,"cng cin, châk hīn",,true,pending,
007-reading-fd0908590d5d0663,reading,,khak-khak châk-châk ŭ cèng-kŭ,there is indisputable proof of it.,105,1,khak-khak châk-châk ŭ cèng-kṳ̆,,true,pending,
007-reading-8e0b3ea913a19aa6,reading,,tī-pó̤ kio sît cú khṳ̀ jīn thóiⁿ sĭ châk cng a m̄ sĭ,"the person held responsible for the good order of the place, took the owner of the lost articles to see whether those were the stolen goods.",105,1,tī-pó̤ kio sit cú khṳ̀ jīn thóiⁿ sĭ châk cng a m̄ sĭ,,true,pending,
007-review-127aec2d4966cfed,review,,châk ce,a robber's hold.,105,1,châk cē,,true,pending,
007-reading-5b5808e361d0c04c,reading,,"châm-chin chùi; treacherous lips, cham-chin chìe",treacherous smiles.,106,1,châm-chin chìe,,true,pending,
007-review-e917253957c6ec47,review,,t̂o chàm,a diagram or picture indicating future events.,106,1,tô chàm,,true,pending,
007-review-bca09a4bf429eb65,review,,cí kò̤ châng sì lô̤h tāu-kho hó̤ a sĭ lô̤h tṳ-kut hó̤?,"Which is the best fertilizer for this field, bean-cake or bone-dust?",108,1,cí kò̤ châng sĭ lô̤h tāu-kho hó̤ a sĭ lô̤h tṳ-kut hó̤ ?,,true,pending,
007-reading-d949c72b377ddda1,reading,,gû tó̤ hwn cháu,the cattle are chewing the cud.,109,1,gû tó̤ hwn cháu nâng,,true,pending,
007-review-81f81bc327e419d8,review,,cháu-kau,"An insect, the common mantis.",109,1,cháu-kâu,,true,pending,
007-review-7843c428874e641d,review,,"cháu-thâu lío cò̤ kâi mâk jī ci kâi jī sĭ tŏ̤ cháu pŏ, a sĭ tŏ̤ mâk pŏ?",This character has the one for grass above and the one for eye below: which of the two is its radical?,109,1,"cháu-thâu lío cò̤ kâi mâk jī ci kâi jī sĭ tŏ̤ cháu pŏ, a sĭ tŏ̤ mâk pŏ ?",,true,pending,
007-review-d411643ab32ded4b,review,,i kâi sṳ̀-cháu īam-lĭ,his expressions are apt and elegant.,109,1,i kâi sṳ̂-cháu īam-lĭ,,true,pending,
007-review-b93f0ff4037a67f4,review,,úi i khù pōiⁿ châng kuaⁿ kâi ùaⁿ,depute him to go and give judgment in a case of assault on a magistrate.,109,1,úi i khṳ̀ pōiⁿ châng kuaⁿ kâi ùaⁿ,,true,pending,
007-reading-aa8c9922efa4ae39,reading,,chàu,Hasty; harsh.,110,1,phû-chàu,,true,pending,
007-reading-3d8524edcc1b7428,reading,,"i ke lāi m̄ hûa, ē-ē chāu-chāu nău-nău","they are not a harmonious family, they have a row every now and then.",110,1,"i ke lăi m̄ hûa, ē-ē chāu-chāu nău-nău",,true,pending,
007-review-50c8daa5601f1b4f,review,,"châu-un cóng-tok sĭ cóng kẃn châu-hô̤ tang kâi châu-cûn un-cài nîe-bí kâi sṳ̄, īa siet ŭ châu-tău hun lí","the Imperial Commissioner of grain controls the transport of grain through the Grand Canal, and appoints deputies who assist him in his office.",110,1,"châu-ūn cóng-tok sĭ cóng kẃn châu-hô̤ tang kâi châu-cûn un-cài nîe-bí kâi sṳ̄, īa siet ŭ châu-tău hun lí",,true,pending,
007-review-44e13a00dc8ef095,review,,"khim-che; an ambassador, khim-che tăi chîn",a legate.,110,1,khim-che tăi chîn,,true,pending,
007-review-8bce1b144d98ac1f,review,,"phû-chàu; hasty; touchy, phû-chêng chàu-khì",irrasible.,110,1,phû-chêng chàu-khì,,true,pending,
007-review-ac1b79782d6480f6,review,,tăi chāu-nău cêk tieⁿ,a great uproar.,110,1,tăi chāu-nău cêk tîeⁿ,,true,pending,
007-reading-945946960bfc9180,reading,,"bô̤ hîeⁿ àm, ŭ cheⁿ, khó̤-íⁿ hó̤ kîaⁿ lō","it is not very dark, the stars are out, and we can go by their light.",111,1,"bô̤ hìeⁿ àm, ŭ cheⁿ, khó̤-íⁿ hó̤ kîaⁿ lō",,true,pending,
007-reading-3170b987253b5b51,reading,,cheⁿ hṳ̂ⁿ,uncooked fish.,111,1,cheⁿ hṳ̂,,true,pending,
007-reading-4c7bb12737a54c5e,reading,,"chê tîeh, ío sĭ cîeⁿ-seⁿ","have looked it over, and it remains the same.",111,1,"chê tîeh, ío sĭ cìeⁿ-seⁿ",,true,pending,
