puj,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source,page_num
"Lṳ́ háu chia̍h kúe-chí,bô","Lur haou chiă kuey-chi,baw",,,汝好食果子無,爾好食菓子麽,Do you like fruit?,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,20
Lṳ́ jie̍h tsōi hùe,Lur jiĕ choi huey,,,汝若㩼歲,爾若多歲,How old are you,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,22
Lṳ́ kha thiàⁿ jie̍h kú,Lur kha thia jiĕ ku,,,汝骹痛若久,爾脚痛若久,How long has your foot been sore,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,34
Lṳ́ káⁿ tsò meh,Lur ka chaw mĕ,,,汝敢做咩,爾敢做麽,Dare you do it,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,21
Lṳ́ kì-tit kāng i kóng,Lur ki-tit kang i kong,,,汝記得共伊講,爾記憶共伊講,Remember to tell him,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,25
Lṳ́ kóng kà tūa siaⁿ,Lur kong kă toa sia,,,汝講較大聲,爾講太大聲,You speak too loud,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,27
"Lṳ́ kóng si̍t uē,bô","Lur kong sit wey,baw",,,汝講實話無,爾講實話麽,Do you speak truly,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,21
Lṳ́ siá kà mé,Lur sia kă mey,,,汝寫較猛,爾寫太猛,You write too fast,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,27
Lṳ́ sĩ mi miâⁿ,Lur si mi mia,,,汝是乜名,爾是乜名,What is your name,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,26
Lṳ́ thiaⁿ uá kóng,Lur thia ua kong,,,汝聽我講,爾聽我講,Listen to what I say,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,24
Lṳ́ tit tsũe,Lur tit chuey,,,汝得罪,爾得罪,You have sinned,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,28
Lṳ́ tiū chí jie̍h-kú,Lur toa chi jiĕ-ku,,,汝住此若久,爾住此若久,How long have you lived here,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,22
Lṳ́ àiⁿ ke sĩm mue̍h,Lur ai key si muĕ,,,汝欲加甚物,爾欲加甚物,What more do you want,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,26
Lṳ́ àiⁿ sĩm mue̍h,Lur ai si muĕ,,,汝欲甚物,爾欲甚物,What do you want,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,26
"Lṳ́ ũ chia̍h hun,bô","Lur u chiă hun,baw",,,汝有食薰無,爾有食芬麽,Do you smoke?,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,20
Lṳ́ ũ jie̍h tsōi ngṳ̂n,Lur u jiĕ choi gnurn,,,汝有若㩼銀,爾有若多銀,How much money have you,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,22
Lṳ́ ũ tsũe ke ke,Lur u chuey key key,,,汝有罪加加,爾有罪加加,Your sins are many,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,28
Lṳ̂,Lŭr,,,驢,,Ass,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Ma̍k bâi,Măk bai,,,目眉,,Eye-brow,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Ma̍k chiu,Măk chiw,,,目睭,目珠,Eye,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Ma̍k chiu-jîn,Măk chiw-jin,,,目睭仁,目珠仁,Eye-ball,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Ma̍k kha phûe,Măk ka pue,,,目骹皮,目脚皮,Eye-lid,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Ma̍k tsap,Măk chăp,,,目汁,,Tears,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Ma̍k-chiu thì chheh,Măk-chiw toi chĕ,,,目睭睇冊,目珠看冊,Look on your book,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,24
Me̍h,Mĕ,,,脉,,Pulse,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Miâⁿ ke,Mia key,,,名家,,Skill,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Mién téng hāu kú,Mien teng haou ku,,,免等候久,,Don't stay long,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,20
Mién ēng kiaⁿ,Mien eng kia,,,免用驚,,Don't be afraid,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,20
Mién ēng tsò,Mien eng chaw,,,免用做,,You need not do it,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,27
Mn̂g,Mŭng,,,門,,Door,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Mn̂g huân,Mŭng huan,,,門環,門𤨔,Rings,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Mài chia̍h tsa̍p mue̍h,Mai chiă chap muĕ,,,勿食雜物,,You must not eat every thing,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,28
Mài jiáng,Mai jiang,,,勿嚷,,Don't make a noise,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,20
Mài mông hṳ́ mue̍h,Mai mong hur muĕ,,,勿摸彼物,,Don't touch that,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,20
Mài phok,Mai poă,,,勿仆,,Don't fall,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,20
Máng tièⁿ,Mang ta,,,蚊帳,,Curtains,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Mâ chiah,Maw chiă,,,麻雀,雀鳥,Sparrow,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Mé,Mey,,,猛,快,Quick,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Mé mé,Mey mey,,,猛猛,,Be quick,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,19
Mé mé,Mey mey,,,猛猛,,Quickly,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Mê,Mey,,,夜,,Night,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Mê hng,Mey hng,,,夜昏,,Evening,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,21
Mê hng,Mey hñg,,,夜昏,,Evening,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Mê nî,Mey ni,,,明年,,Next year,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Mê sî,Mey si,,,夜時,,Night time,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Mê tsá,Moa cha,,,明早,明日,Tomorrow,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Mêng ieh,Meng iĕ,,,盟約,𥂀約,Treaty,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Mín siá hièⁿ mé,Mai sia hie mey,,,免寫向猛,,Don't write so fast,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,21
Mîn i,Min i,,,眠椅,眠𬃪,Couch,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Mîn tshn̂g,Min chŭng,,,眠床,眠牀,Bedstead,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Mông,Mong,,,摸,,Feeling,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Mûe,Mue,,,糜,粥,Congee,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Mān mān,Man man,,,慢慢,緩緩,Slowly,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Mān mān kiâⁿ,Man man kia,,,慢慢行,緩緩行,Go slowly,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,22
Mī pau,Mi paou,,,麵包,,Bread,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Mīn,Min,,,面,,Face,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Mīn phûn,Min pun,,,面盆,,Wash bowl,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Mīn phûn kè,Min pun key,,,面盆架,,Wash stand,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Mīn sán,Min san,,,面㾪,面瘦,A lean face,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,34
Mẽng-tsṳ́,Meng-chŭr,,,孟子,,Mencius,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Ne̍k,Nĕk,,,肉,,Flesh,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Nga̍k bó,Gnăk baw,,,岳母,,Mother-in-law,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Nga̍k hṳ̂,Gñak hŭr,,,鱷魚,,Alligator,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Nga̍k pẽ,Gnăk pey,,,岳父,,Father-in-law,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Ngiou,Gniou,,,貓,,Cat,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Ngiou,Gniou,,,貓,,Cat,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Ngiou kiáⁿ,Gniou kia,,,貓囝,貓子,Kitten,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Ngiou thâu chióu,Gñiou taou chiou,,,貓頭鳥,,Owl,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Ngà,Gña,,,㦙,愚,Foolish,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Ngóu,Gñou,,,午,,11 to 1 P.M.,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Ngĩ sṳ̃,Gñi sŭr,,,義士,,Just man,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Ngṳ̂n,Gnŭrn,,,銀,,Silver,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
"Ngṳ̂n che̍k khou,chieh uá","Gnurn chek kʼhou,chiĕ ua",,,銀一箍借我,銀一圓借我,Lend me a dollar,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,24
Ngṳ̂n thóng,Gnŭrn tong,,,銀桶,,Purse,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Niáu tshṳ́,Niou chŭr,,,鳥鼠,老鼠,Rat,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Niáⁿ tuaⁿ,Nĭa toa,,,領單,,Order,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Niú,Niw,,,鈕,,Button,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Niú khàu,Niw khaou,,,鈕扣,,Buckle,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Niú phāng,Niw pan,,,鈕縫,丨𦕎,Button hole,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Nâm,Nam,,,南,,South,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Nâng,Nang,,,人,,Man,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Nâng,Nang,,,人,,Man,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Nî,Ni,,,年,,Year,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Nî,Ni,,,年,,Year,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Nî,Ni,,,年,,Year,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Nñg,Nŭng,,,卵,,Egg,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Nõ,Naw,,,二,,II,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,16
Nõ,Naw,,,貳,,Two,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Nõ buān,Naw boan,,,二萬,,"20,000",,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Nõ khún tsháu chhie̍h,Naw kʼhun chaou chiĕ,,,二捆草蓆,,2 Rolls of mats,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,58
Nõ ki liâng sùaⁿ,Naw ki ney sua,,,二枝凉傘,二丨凉傘,2 Chattas,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,57
Nõ kò chie̍h,Naw kaw chiĕ,,,二塊石,二丨石,2 Stones,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,56
Nõ lia̍p bí,Naw liĕp bi,,,二粒米,二丨米,2 Grains of rice,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,57
Nõ pau ie̍h,Naw paou iĕ,,,二包藥,二丨藥,2 Papers of medicine,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,56
Nõ peh,Naw pĕ,,,二百,,200,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Nõ pún su phõu,Naw pung siou pou,,,二本書簿,,2 Blank books,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,59
Nõ sang bue̍h,Naw sang buĕ,,,二雙襪,二丨襪,2 Pr. of socks,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,56
Nõ tshoiⁿ,Naw choi,,,二千,,2000,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Nõ tùi hĩⁿ huân,Naw tui hñi huan,,,二對耳環,二對耳𤨔,2 Pr. of ear rings,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,56
Nĩ,Ni,,,乳,,Breast,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Nńg,Nŭng,,,女,,Female,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Nũa,Noa,,,涎,,Spittle,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
N̂g hô,Ng haw,,,黃河,,The yellow river,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,32
N̂g tâng,Ng tang,,,黃銅,黃丨,Brass,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Ou,,,,烏,黑,Black,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Ou chióu,Ou chiou,,,烏鳥,,Crow,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Oû,Ou,,,湖,,Lake,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Pak,Păk,,,北,,North,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Pe̍h thih,Pĕ tĭ,,,白鐵,,Tin,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Pe̍h tâng,Pĕ tang,,,白銅,,White copper,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Phah a-nôu kiáⁿ,Pă a-nou kia,,,拍阿孥囝,打亞孥子,Beat the boy,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,19
Phah me̍h,Pă mĕ,,,拍脉,打脉,To feel the pulse,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,36
Phah mn̂g,Pă mung,,,拍門,打門,Knock at the door,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,23
Phah sǹg,Pă sung,,,拍算,打算,To calculate,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Phah-sí hṳ́ tsûa,Pă-si hur cʼhua,,,拍死彼蛇,打死彼蛇,Kill that snake,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,24
Phang,Pʼhang,,,蜂,,Bee,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Pha̍k,Păk,,,雹,,Hail,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Phâng pòu,Pang pou,,,帆布,㠶布,Canvass,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Phêng an,Peng an,,,平安,,Peace,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Phêng iú,Peng yiw,,,朋友,,Friends,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Phì,Pñi,,,鼻,,Nose,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Phì,Pñi,,,鼻,,Smelling,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Phì khang,Pñi kang,,,鼻孔,,Nostril,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Phí nâng,Pai nang,,,痞人,獃人,Vicious man,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Phî,Poe,,,皮,,Skin,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Phî tsõ,Poe chaw,,,皮坐,,Cushion,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Phò phûe,Poa pue,,,破皮,,To tear the flesh,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,36
Phò sie,Poa sie,,,破相,,Maimed,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Phõu,Phou,,,簿,,Blank book,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Phûe,Pue,,,皮,,Rind,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Piah,Piăh,,,壁,,Partition,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Piaⁿ teng,Pier teng,,,兵丁,,Soldiers,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Pit,,,,筆,,Pen,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Pit kià,Pĭt kèy,,,筆架,,Pencil frame,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Pit tiāⁿ lṳ́ sí,Pit tia lur si,,,必定汝死,必定爾死,You must die,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,28
Pit tî,Pĭt ti,,,筆池,,Pen stand,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Piáⁿ,Pia,,,餅,,Biscuit,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Piⁿ,Pni,,,鞭,,Whip,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Poih,Poĭ,,,八,,VIII,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,16
Poih,Poĭ,,,捌,,Eight,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Poih gu̍eh,Poĭ guĕ,,,八月,,month Sept.,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,61
Poih tiôu chhiú kṳn,Poĭ tiou chiw kŭrn,,,八條手巾,八丨手巾,8 Handkerchiefs,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,54
Poih tsa̍p,Poĭ chap,,,八十,,80,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Pou thâu,Pou taou,,,埠頭,,Anchorage,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Po̍k,Pok,,,僕,,Slave male,Slave (m),,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Put zua̍t,Put juăt,,,不悦,,To refuse,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Pà,Pa,,,豹,,Leopard,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Pài it,Pai it,,,拜一,,Monday,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,61
Pài la̍k,Pai lak,,,拜六,,Saturday,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,61
Pài saⁿ,Pai sa,,,拜三,,Wednesday,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,61
Pài sì,Pai si,,,拜四,,Thursday,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,61
Pàng sái,Pang sai,,,放屎,放尿,To go to stool,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,36
Pàng tõ chí,Pang taw chi,,,放在此,,Set it down here,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,25
Pâng,Pang,,,房,,Room,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Pê,Pey,,,耙,,Harrow,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Pê tsûn,Pey chun,,,扒船,櫂船,To row,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Pìn piⁿ,Pin pi,,,鬢邊,𩯭邊,Temple,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Pùaⁿ mê,Poa mey,,,半夜,,Midnight,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Pú thâu,Po taou,,,斧頭,,Hatchet,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Pûaⁿ,Pua,,,盤,,Plate,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Pĩ,Pi,,,婢,,Slave female,Slave (f),,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Pẽ,Pey,,,父,,Father,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Sai,,,,西,,West,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Sai bó,Sai baw,,,獅母,,Lioness,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Sai gû,Sai gu,,,犀牛,𫵠㐄,Rhinoceros,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Sai kang,,,,獅公,獅剛,Lion,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Sai nâm,Sai nam,,,西南,,S.West,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Sai pak,Sai păk,,,西北,,N.West,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Sai táu,Tai taou,,,篩斗,,Sieve,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Sang seⁿ,Sang sey,,,雙生,䨇生,Twins,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Saⁿ,Sa,,,三,,III,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,16
Saⁿ,Sa,,,叁,,Three,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Saⁿ,Sa,,,衫,,Jacket,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Saⁿ chiah chhiú,Sa chiă chiw,,,三隻手,,A thievish hand,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,34
Saⁿ gu̍eh,Sa guĕ,,,三月,,month Apl.,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,61
Saⁿ kha kūi,Sa kʼha kñui,,,三骹櫃,三脚櫃,3 Chests of drawers,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,55
Saⁿ kò hiã,Sa kaw hia,,,三塊瓦,三丨瓦,3 Tiles,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,56
Saⁿ lia̍p suāiⁿ,Sa liĕp sñuai,,,三粒榱,三丨榱,3 Mangoes,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,57
Saⁿ pau pe̍h thn̂g,Sa paou pĕ tŭng,,,三包白糖,三丨白糖,3 Paper of sugar,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,56
Saⁿ peh,Sa pĕ,,,三百,,300,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Saⁿ sang kha,Sa sang kʼha,,,三雙骹,三丨脚,3 Pr. of feet,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,56
Saⁿ tiôu e̍k pòu,Sa tiou ĕk pou,,,三條浴布,三丨浴布,3 Bathing cloths,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,54
Saⁿ tsa̍p,Sa chap,,,三十,,30,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Saⁿ tsa̍p,Sa chap,,,三十,,30th,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Saⁿ tsa̍p niá tsang sui,Sa chap nia chang sui,,,三十領棕蓑,,30 Rain jackets,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,55
Saⁿ tùi chhiú huân,Sa tui chiw huan,,,三對手~~𤨔~~(環),三對手丨),3 Pr. of bracelets,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,56
Se,Sey,,,紗,,Cotton,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Seng thiok,Sèng tʼiok,,,牲畜,,Animals,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Seⁿ,Sey,,,鉎,,Cast-iron,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Si,,,,絲,,Silk,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Si kue,,,,西瓜,,Watermelon,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Si-kiaⁿ,Si-kia,,,詩經,,Sacred odes,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Siah,Siă,,,錫,,Pewter,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Siam-lô kok,Siam-law kok,,,暹羅國,,The kingdom of Siam,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,30
Siang jîn,Siang jin,,,商人,,Merchants,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Siap sî,Siĕp si,,,霎時,,Presently,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Sie cheⁿ,Sie chey,,,相爭,,Contention,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Sieⁿ,Sie,,,箱,,Chest,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Sieⁿ hùi,Sie hui,,,傷肺,,Diseased lungs,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,36
Sim,,,,心,,Heart,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Sim,,,,心,,Mind,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Sim siẽⁿ,Sim sie,,,心想,,To think,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Sin,,,,申,,3 to 5,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Sin niêⁿ,Sin nie,,,新娘,,Bride,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Sin nn̂g,Sin nung,,,新郎,,Bridegroom,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Sin seⁿ,Sin sey,,,先生,,A teacher,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Sin thí,Sin toi,,,身體,,Body,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Sin tói saⁿ,Sin toi sa,,,身底衫,,Shirt,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Sit mīn,Sĭt min,,,失面,,Having lost reputation,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,34
Siu,Siw,,,梳,,Comb,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Siu thâu,Siw taou,,,梳頭,,Comb the head,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,32
Siu tsûn,Siw chun,,,收船,,Repair the boat,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Siu tuaⁿ,Siw toa,,,收單,,Receipt,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Sià tsũe,Sia chuey,,,赦罪,,Forgiveness,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Sià-mién lṳ́ te̍k,Sia-mien lur tek,,,赦免汝敵,赦免爾敵,Forgive your foes,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,21
Siàⁿ nâng,Sia nang,,,聖人,,A sage,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Siâⁿ,Sia,,,城,,City,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Siêⁿ,Sie,,,嚐,嘗,Tasting,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Siêⁿ,Sie,,,常,,Constancy,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Siêⁿ siêⁿ i kiâⁿ chiè seⁿ,Sie sie i kia chiĕ say,,,常常伊行照生,常常伊行如此,He is constantly doing thus,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,38
Sióu nâng sim sîn bô tiāⁿ,Siow nang sim sin baw tia,,,痟人心神無定,顚人心神無定,The mind of the foolish is unstable,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,40
Siù,Siw,,,獸,,Wild beasts,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Si̍t jī,Sït ji,,,實字,,Nouns,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
